Time,V.A.POS.C,A.POS.Z,V.PLC.R[201],V.PLC.R[202],V.PLC.R[203],V.PLC.R[204],V.PLC.R[205],V.PLC.R[206],V.PLC.R[207],V.PLC.R[208],V.PLC.R[209],V.PLC.R[210],V.PLC.R[211],V.PLC.R[212],V.A.FEED.Z,V.A.FEED.Z1,A.ACCEL.Z,A.ACCEL.Z1
1679917503520,0.001,3149.9984,-0.2199,10.1154,30.0,28.8,-0.01,0.0,134222.909,134242.463,-6.902500000000001,2.2206,0.1,2.7,0.0001,7.5e-05,0.0,-0.125
1679917503524,0.001,3149.9988000000003,-0.4398,10.4819,30.0,28.8,-0.01,0.0,134222.909,134242.463,-6.902500000000001,2.2206,0.1,2.7,0.0001,0.0001,0.0,0.0625
1679917503528,106.9989,0.0,2.0524,7.0368,30.0,28.8,0.0,0.0,134282.693,134281.43600000002,-0.0571,-0.0112,0.7000000000000001,2.6,0.0,0.0,0.0,0.0
1679917503532,106.9989,0.0,2.1257,6.6703,30.0,28.8,0.0,0.0,134282.693,134281.43600000002,-0.0571,-0.0112,0.7000000000000001,2.6,0.0,0.0,0.0,0.0
1679917503536,106.9989,0.0,2.1257,6.6703,30.0,28.8,0.0,0.0,134282.693,134281.43600000002,-0.3897,-0.0112,0.7000000000000001,2.6,0.0,0.0,0.0,0.0
1679917503540,106.9989,0.0,2.1257,6.6703,30.0,28.8,0.0,0.0,134282.693,134283.152,-0.3897,-0.0112,0.7000000000000001,2.6,0.0,0.0,0.0,0.0
1679917503544,106.9989,0.0,2.0524,6.6703,30.0,28.8,0.0,0.0,134282.693,134283.152,-0.3897,-0.0112,0.7000000000000001,2.6,0.0,-2.5e-05,0.0,-0.0625
1679917503548,106.9989,0.0,2.4189000000000003,6.523700000000001,30.0,28.8,0.0,0.0,134282.693,134283.152,-0.3897,-0.0112,0.7000000000000001,2.6,0.0,2.5e-05,0.0,0.125
1679917503552,106.9989,0.0,1.9791,6.8902,30.0,28.8,0.0,0.0,134282.693,134283.152,-0.3897,-0.0112,0.7000000000000001,2.6,0.0,0.0,0.0,-0.0625
1679917503556,106.9989,0.0,2.1257,6.3771,30.0,28.8,0.0,0.0,134282.693,134283.152,-0.3897,-0.0112,0.7000000000000001,2.6,0.0,0.0,0.0,0.0
1679917503560,106.9989,0.0,1.7592,6.743600000000001,30.0,28.8,0.0,0.0,134282.693,134283.152,-0.3897,-0.06,0.7000000000000001,2.6,0.0,0.0,0.0,0.0
1679917503564,106.9989,0.0,2.1990000000000003,6.597,30.0,28.8,0.0,0.0,134282.693,134283.152,-0.3897,-0.06,0.7000000000000001,2.6,0.0,0.0,0.0,0.0
1679917503568,106.9989,0.0,2.0524,6.6703,30.0,28.8,0.0,0.0,134282.693,134283.152,-0.3897,-0.06,0.7000000000000001,2.6,0.0,0.0,0.0,0.0
1679917503572,106.9989,0.0,1.9791,6.8902,30.0,28.8,0.0,0.0,134282.693,134283.152,-0.3897,-0.06,0.9,2.6,0.0,0.0,0.0,0.0
1679917503576,106.9989,0.0,2.1257,7.1101,30.0,28.8,0.0,0.0,134282.693,134283.152,-0.3897,-0.06,0.9,2.6,0.0,0.0,0.0,0.0
1679917503580,106.9989,0.0,2.1257,6.963500000000001,30.0,28.8,0.0,0.0,134282.693,134283.152,-0.3897,-0.06,0.9,2.6,0.0,0.0,0.0,0.0
1679917503584,106.9989,0.0,2.4189000000000003,6.6703,30.0,28.8,0.0,0.0,134282.693,134283.152,-0.3897,-0.06,0.9,2.6,0.0,0.0,0.0,0.0
1679917503588,106.9989,0.0,2.1257,6.8169,31.3,28.8,0.0,0.0,134282.693,134283.152,-0.3897,-0.06,0.9,2.6,0.0,0.0,0.0,0.0
1679917503592,106.9989,0.0,2.1257,6.8902,31.3,28.8,0.0,0.0,134282.693,134283.152,-0.3897,-0.06,0.9,2.6,0.0,0.0,0.0,0.0
1679917503596,106.9989,0.0,2.1257,6.8169,31.3,28.8,0.0,0.0,134282.693,134283.152,-0.3897,-0.06,0.9,2.6,0.0,0.0,0.0,0.0
1679917503600,106.9989,0.0,1.9058,6.8169,31.3,28.8,0.0,0.0,134282.693,134283.152,-0.3897,-0.06,0.9,2.6,0.0,0.0,0.0,0.0
1679917503604,106.9989,0.0,2.2723,6.743600000000001,31.3,28.8,0.0,0.0,134282.693,134283.152,-0.3897,-0.06,0.9,2.6,0.0,0.0,0.0,0.0
1679917503608,106.9989,0.0,2.2723,6.523700000000001,31.3,28.8,0.0,0.0,134282.693,134283.152,-0.3897,-0.06,0.9,2.6,0.0,0.0,0.0,0.0
1679917503612,106.9989,0.0,2.3456,6.963500000000001,31.3,28.8,0.0,0.0,134282.693,134283.152,-0.3897,-0.06,0.9,2.6,0.0,0.0,0.0,0.0
1679917503616,106.9989,0.0,2.1990000000000003,6.6703,31.3,28.8,0.0,0.0,134282.693,134283.152,-0.3897,-0.06,0.9,2.6,0.0,0.0,0.0,0.0
1679917503620,106.9989,0.0,2.1257,6.8169,31.3,28.8,0.0,0.0,134282.693,134283.152,-0.3897,-0.06,0.9,2.6,0.0,0.0,0.0,0.0
1679917503624,106.9989,0.0,2.2723,6.8169,31.3,28.8,0.0,0.0,134218.214,134283.152,-0.3897,-0.06,0.9,2.6,0.0,0.0,0.0,0.0
1679917503628,106.9989,0.0,2.1257,6.6703,31.3,28.8,0.0,0.0,134218.214,134282.664,-0.3897,-0.06,0.9,2.6,0.0,0.0,0.0,0.0
1679917503632,106.9989,0.0,2.1990000000000003,6.8902,31.3,28.8,0.0,0.0,134218.214,134282.664,-0.3897,-0.06,0.9,2.6,0.0,0.0,0.0,0.0
1679917503636,106.9989,0.0,2.1257,6.6703,31.3,28.8,0.0,0.0,134218.214,134282.664,-0.3897,-0.06,0.9,2.6,0.0,0.0,0.0,0.0
1679917503640,106.9989,0.0,2.1990000000000003,7.0368,31.3,28.8,0.0,0.0,134218.214,134282.664,-0.3897,-0.06,0.9,2.6,0.0,0.0,0.0,0.0
1679917503644,106.9989,0.0,2.4189000000000003,6.743600000000001,31.3,28.8,0.0,0.0,134218.214,134282.664,-0.1105,-0.06,0.9,2.6,0.0,0.0,0.0,0.0
1679917503648,106.9989,0.0,2.2723,6.6703,31.3,28.8,0.0,0.0,134218.214,134282.664,-0.1105,-0.1719,0.9,2.6,0.0,0.0,0.0,0.0
1679917503652,106.9989,0.0,2.1990000000000003,6.8902,31.3,28.8,0.0,0.0,134218.214,134282.664,-0.1105,-0.1719,0.9,2.6,0.0,0.0,0.0,0.0
1679917503656,106.9989,0.0,1.8325,7.2567,31.3,28.8,0.0,0.0,134218.214,134282.664,-0.1105,-0.1719,0.9,2.6,0.0,0.0,0.0,0.0
1679917503660,106.9989,0.0,2.0524,6.743600000000001,31.3,28.8,0.0,0.0,134218.214,134282.664,-0.1105,-0.1719,0.8,2.6,0.0,0.0,0.0,0.0
1679917503664,106.9989,0.0,2.1257,6.8169,31.3,28.8,0.0,0.0,134218.214,134282.664,-0.1105,-0.1719,0.8,2.6,0.0,0.0,0.0,0.0
1679917503668,106.9989,0.0,2.1257,6.8902,31.3,28.8,0.0,0.0,134218.214,134282.664,-0.1105,-0.1719,0.8,2.6,0.0,0.0,0.0,0.0
1679917503672,106.9989,0.0,2.1257,6.523700000000001,31.3,28.8,0.0,0.0,134218.214,134282.664,-0.1105,-0.1719,0.8,2.6,0.0,-2.5e-05,0.0,-0.0625
1679917503676,106.9989,0.0,2.1257,6.6703,31.3,28.8,0.0,0.0,134218.214,134282.664,-0.1105,-0.1719,0.8,2.6,0.0,2.5e-05,0.0,0.125
1679917503680,106.9989,0.0,2.1257,6.523700000000001,31.3,28.8,0.0,0.0,134218.214,134282.664,-0.1105,-0.1719,0.8,2.6,0.0,0.0,0.0,-0.0625
1679917503684,106.9989,0.0,1.9791,6.8902,31.3,28.8,0.0,0.0,134218.214,134282.664,-0.1105,-0.1719,0.8,2.6,0.0,0.0,0.0,0.0
