Time,V.A.POS.C,A.POS.Z,V.PLC.R[201],V.PLC.R[202],V.PLC.R[203],V.PLC.R[204],V.PLC.R[205],V.PLC.R[206],V.PLC.R[207],V.PLC.R[208],V.PLC.R[209],V.PLC.R[210],V.PLC.R[211],V.PLC.R[212],V.A.FEED.Z,V.A.FEED.Z1,A.ACCEL.Z,A.ACCEL.Z1
1679909294612,0.0007,3149.9981,-0.2932,10.6285,26.3,25.0,0.0,0.0,134252.682,134229.323,-0.9609,27.373900000000003,0.8,2.9000000000000004,0.000125,0.0001,0.0625,0.0
1679909294616,0.0007,3149.9985,-0.5131,10.4819,26.3,25.0,0.0,0.0,134252.682,134229.323,-0.9609,27.373900000000003,0.8,2.9000000000000004,0.0001,0.000125,-0.0625,0.0625
1679909294620,86.9997,0.0,2.1257,6.4504,26.3,25.0,0.0,0.0,134218.758,134279.933,-0.0206,-0.1596,0.7000000000000001,2.6,0.0,0.0,0.0,0.0
1679909294624,86.9997,0.0,1.9791,6.597,26.3,25.0,0.0,0.0,134218.758,134279.933,-0.0206,-0.1596,0.7000000000000001,2.6,0.0,0.0,0.0,0.0
1679909294628,86.9997,0.0,1.6859000000000002,6.4504,26.3,25.0,0.0,0.0,134218.758,134279.933,-0.0206,-0.1596,0.7000000000000001,2.6,0.0,0.0,0.0,0.0
1679909294632,86.9997,0.0,1.9791,6.523700000000001,26.3,25.0,0.0,0.0,134218.758,134279.933,-0.0206,-0.1596,0.7000000000000001,2.6,0.0,0.0,0.0,0.0
1679909294636,86.9997,0.0,1.8325,6.523700000000001,26.3,25.0,0.0,0.0,134218.758,134279.933,-0.0206,-0.1596,0.8,2.6,0.0,-2.5e-05,0.0,-0.0625
1679909294640,86.9997,0.0,1.9791,6.8902,26.3,25.0,0.0,0.0,134218.758,134279.933,-0.0206,-0.1596,0.8,2.6,0.0,2.5e-05,0.0,0.125
1679909294644,86.9997,0.0,1.9058,6.597,26.3,25.0,0.0,0.0,134218.758,134279.933,-0.0206,-0.1596,0.8,2.6,0.0,0.0,0.0,-0.0625
1679909294648,86.9997,0.0,2.1257,6.303800000000001,26.3,25.0,0.0,0.0,134218.758,134279.933,-0.0206,-0.1596,0.8,2.6,0.0,0.0,0.0,0.0
1679909294652,86.9997,0.0,1.9791,6.3771,26.3,25.0,0.0,0.0,134218.758,134279.933,-0.0206,-0.1596,0.8,2.6,0.0,0.0,0.0,0.0
1679909294656,86.9997,0.0,2.1990000000000003,6.6703,26.3,25.0,0.0,0.0,134218.758,134279.933,-0.0206,-0.1596,0.8,2.6,0.0,0.0,0.0,0.0
1679909294660,86.9997,0.0,1.9058,6.597,26.3,25.0,0.0,0.0,134218.758,134279.933,-0.0206,-0.1596,0.8,2.6,0.0,0.0,0.0,0.0
1679909294664,86.9997,0.0,2.0524,6.6703,26.3,25.0,0.0,0.0,134218.758,134281.668,-0.0206,-0.1596,0.8,2.6,0.0,0.0,0.0,0.0
1679909294668,86.9997,0.0,1.8325,6.597,26.3,25.0,0.0,0.0,134218.758,134281.668,-0.0206,-0.1596,0.8,2.6,0.0,0.0,0.0,0.0
