Time,V.A.POS.C,A.POS.Z,V.PLC.R[201],V.PLC.R[202],V.PLC.R[203],V.PLC.R[204],V.PLC.R[205],V.PLC.R[206],V.PLC.R[207],V.PLC.R[208],V.PLC.R[209],V.PLC.R[210],V.PLC.R[211],V.PLC.R[212],V.A.FEED.Z,V.A.FEED.Z1,A.ACCEL.Z,A.ACCEL.Z1
1679562081876,0.0007,3150.0,0.8063,9.7489,22.5,22.5,0.0,0.0,134221.01200000002,134218.569,0.3284,-0.3634,0.3,4.0,0.0,0.0,0.0,0.0
1679562081880,0.0007,3150.0,0.6597000000000001,10.262,22.5,22.5,0.0,0.0,134221.01200000002,134218.569,0.3284,-0.3634,0.3,4.0,0.0,-2.5e-05,0.0,-0.0625
1679562081884,50.9999,0.0,1.3194,6.0106,23.8,22.5,0.0,0.0,134219.127,134218.17,0.1399,0.0053,0.5,2.4000000000000004,0.0,0.0,0.0,0.0
1679562081888,50.9999,0.0,1.3194,6.1572000000000005,23.8,22.5,0.0,0.0,134219.127,134218.17,-0.2186,0.0053,0.5,2.4000000000000004,0.0,0.0,0.0,0.0
1679562081892,50.9999,0.0,1.1728,6.2305,23.8,22.5,0.0,0.0,134219.127,134218.17,-0.2186,0.0053,0.5,2.4000000000000004,0.0,0.0,0.0,0.0
1679562081896,50.9999,0.0,1.6126,6.1572000000000005,23.8,22.5,0.0,0.0,134219.127,134218.17,-0.2186,0.0053,0.5,2.4000000000000004,0.0,0.0,0.0,0.0
1679562081900,50.9999,0.0,1.0995,6.2305,23.8,22.5,0.0,0.0,134219.127,134218.17,-0.2186,0.0053,0.5,2.4000000000000004,0.0,0.0,0.0,0.0
1679562081904,50.9999,0.0,1.0262,6.2305,23.8,22.5,0.0,0.0,134219.127,134218.17,-0.2186,0.0053,0.5,2.4000000000000004,0.0,0.0,0.0,0.0
1679562081908,50.9999,0.0,0.8796,6.4504,23.8,22.5,0.0,0.0,134219.127,134217.78100000002,-0.2186,0.0053,0.5,2.4000000000000004,0.0,0.0,0.0,0.0
1679562081912,50.9999,0.0,1.0262,6.303800000000001,23.8,22.5,0.0,0.0,134219.127,134217.78100000002,-0.2186,0.0053,0.5,2.4000000000000004,0.0,0.0,0.0,0.0
1679562081916,50.9999,0.0,1.3194,5.7907,23.8,22.5,0.0,0.0,134219.127,134217.78100000002,-0.2186,0.0053,0.5,2.4000000000000004,0.0,0.0,0.0,0.0
1679562081920,50.9999,0.0,1.3927,6.083900000000001,23.8,22.5,0.0,0.0,134219.127,134217.78100000002,-0.2186,0.0053,0.5,2.4000000000000004,0.0,2.5e-05,0.0,0.0625
1679562081924,50.9999,0.0,1.3927,5.9373000000000005,23.8,22.5,0.0,0.0,134219.127,134217.78100000002,-0.2186,-0.5072,0.5,2.4000000000000004,0.0,-2.5e-05,0.0,-0.125
