Time,V.A.POS.C,A.POS.Z,V.PLC.R[201],V.PLC.R[202],V.PLC.R[203],V.PLC.R[204],V.PLC.R[205],V.PLC.R[206],V.PLC.R[207],V.PLC.R[208],V.PLC.R[209],V.PLC.R[210],V.PLC.R[211],V.PLC.R[212],V.A.FEED.Z,V.A.FEED.Z1,A.ACCEL.Z,A.ACCEL.Z1
1680009992632,359.99960000000004,3149.9984,-0.8796,10.1154,33.800000000000004,32.5,0.0,0.0,134247.756,134267.318,-15.2277,4.5789,0.2,3.7,0.0001,0.0001,0.0,0.0625
1680009992636,259.0006,0.0,1.7592,6.597,33.800000000000004,31.3,0.0,0.0,134278.895,134218.339,-0.0565,-0.1784,0.6000000000000001,2.6,0.0,0.0,0.0,0.0
1680009992640,259.0006,0.0,1.4660000000000002,6.6703,33.800000000000004,31.3,0.0,0.0,134278.895,134218.339,-0.0565,-0.1784,0.6000000000000001,2.6,0.0,0.0,0.0,0.0
1680009992644,259.0006,0.0,1.6126,6.743600000000001,33.800000000000004,31.3,0.0,0.0,134278.895,134218.339,-0.0565,-0.1784,0.6000000000000001,2.6,0.0,0.0,0.0,0.0
1680009992648,259.0006,0.0,1.6126,6.523700000000001,33.800000000000004,31.3,0.0,0.0,134278.895,134218.339,-0.0565,-0.1784,0.6000000000000001,2.6,0.0,0.0,0.0,0.0
1680009992652,259.0006,0.0,1.6126,6.3771,33.800000000000004,32.5,0.0,0.0,134278.895,134218.339,-0.0565,-0.1784,0.6000000000000001,2.6,0.0,0.0,0.0,0.0
1680009992656,259.0006,0.0,1.6126,6.523700000000001,33.800000000000004,32.5,0.0,0.0,134278.895,134218.339,-0.0565,-0.1784,0.6000000000000001,2.6,0.0,0.0,0.0,0.0
1680009992660,259.0006,0.0,1.3194,6.597,33.800000000000004,32.5,0.0,0.0,134278.895,134218.339,-0.0565,-0.1784,0.6000000000000001,2.6,0.0,0.0,0.0,0.0
1680009992664,259.0006,0.0,1.3927,6.597,33.800000000000004,32.5,0.0,0.0,134278.895,134218.339,-0.0565,-0.1784,0.6000000000000001,2.6,0.0,0.0,0.0,0.0
1680009992668,259.0006,0.0,1.5393,6.2305,33.800000000000004,32.5,0.0,0.0,134278.895,134218.339,-0.0565,-0.1784,0.6000000000000001,2.6,0.0,0.0,0.0,0.0
1680009992672,259.0006,0.0,1.3927,6.3771,33.800000000000004,32.5,0.0,0.0,134278.895,134218.339,-0.0565,-0.1784,0.6000000000000001,2.6,0.0,0.0,0.0,0.0
1680009992676,259.0006,0.0,1.6126,6.523700000000001,33.800000000000004,32.5,0.0,0.0,134282.699,134218.339,-0.0565,-0.1784,0.6000000000000001,2.6,0.0,0.0,0.0,0.0
1680009992680,259.0006,0.0,1.3194,6.083900000000001,33.800000000000004,32.5,0.0,0.0,134282.699,134218.339,-0.0565,-0.1784,0.6000000000000001,2.6,0.0,0.0,0.0,0.0
1680009992684,259.0006,0.0,1.3194,6.8169,33.800000000000004,32.5,0.0,0.0,134282.699,134218.339,-0.0565,-0.1784,0.6000000000000001,2.6,0.0,0.0,0.0,0.0
1680009992688,259.0006,0.0,1.6126,6.597,33.800000000000004,32.5,0.0,0.0,134282.699,134281.48,-0.0565,-0.1784,0.6000000000000001,2.6,0.0,0.0,0.0,0.0
1680009992692,259.0006,0.0,1.7592,6.597,33.800000000000004,32.5,0.0,0.0,134282.699,134281.48,-0.0565,-0.1784,0.6000000000000001,2.6,0.0,0.0,0.0,0.0
1680009992696,259.0006,0.0,1.1728,6.523700000000001,33.800000000000004,32.5,0.0,0.0,134282.699,134281.48,0.486,-0.1784,0.6000000000000001,2.6,0.0,0.0,0.0,0.0
1680009992700,259.0006,0.0,1.6126,6.963500000000001,33.800000000000004,32.5,0.0,0.0,134282.699,134281.48,0.486,-0.1784,0.6000000000000001,2.6,0.0,0.0,0.0,0.0
1680009992704,259.0006,0.0,1.6126,6.597,33.800000000000004,32.5,0.0,0.0,134282.699,134281.48,0.486,-0.1784,0.6000000000000001,2.6,0.0,0.0,0.0,0.0
1680009992708,259.0006,0.0,1.3927,6.303800000000001,33.800000000000004,32.5,0.0,0.0,134282.699,134281.48,0.486,-0.3638,0.6000000000000001,2.6,0.0,0.0,0.0,0.0
1680009992712,259.0006,0.0,1.3927,6.523700000000001,33.800000000000004,32.5,0.0,0.0,134282.699,134281.48,0.486,-0.3638,0.5,2.6,0.0,0.0,0.0,0.0
1680009992716,259.0006,0.0,1.3927,6.597,33.800000000000004,32.5,0.0,0.0,134282.699,134281.48,0.486,-0.3638,0.5,2.6,0.0,-2.5e-05,0.0,-0.0625
1680009992720,259.0006,0.0,1.3927,6.083900000000001,33.800000000000004,32.5,0.0,0.0,134282.699,134281.48,0.486,-0.3638,0.5,2.6,0.0,0.0,0.0,0.0625
1680009992724,259.0006,0.0,1.6126,6.2305,33.800000000000004,32.5,0.0,0.0,134282.699,134281.48,0.486,-0.3638,0.5,2.5,0.0,2.5e-05,0.0,0.0625
1680009992728,259.0006,0.0,1.3927,6.597,33.800000000000004,32.5,0.0,0.0,134282.699,134281.48,0.486,-0.3638,0.5,2.5,0.0,0.0,0.0,-0.0625
1680009992732,259.0006,0.0,1.7592,6.4504,33.800000000000004,32.5,0.0,0.0,134282.699,134281.48,0.486,-0.3638,0.5,2.5,0.0,-2.5e-05,0.0,-0.0625
1680009992736,259.0006,0.0,1.5393,6.4504,33.800000000000004,32.5,0.0,0.0,134282.699,134281.48,0.486,-0.3638,0.5,2.5,0.0,2.5e-05,0.0,0.125
1680009992740,259.0006,0.0,1.7592,6.597,33.800000000000004,32.5,0.0,0.0,134282.699,134281.48,0.486,-0.3638,0.5,2.5,0.0,0.0,0.0,-0.0625
1680009992744,259.0006,0.0,1.5393,6.3771,33.800000000000004,32.5,0.0,0.0,134282.699,134281.48,0.486,-0.3638,0.5,2.5,0.0,0.0,0.0,0.0
1680009992748,259.0006,0.0,1.5393,6.3771,33.800000000000004,32.5,0.0,0.0,134282.699,134281.48,0.486,-0.3638,0.5,2.5,0.0,-2.5e-05,0.0,-0.0625
1680009992752,259.0006,0.0,1.6126,6.523700000000001,33.800000000000004,32.5,0.0,0.0,134282.699,134281.48,0.486,-0.3638,0.5,2.5,0.0,2.5e-05,0.0,0.125
1680009992756,259.0006,0.0,1.8325,6.743600000000001,33.800000000000004,32.5,0.0,0.0,134282.699,134281.48,0.486,-0.3638,0.5,2.5,0.0,0.0,0.0,-0.0625
1680009992760,259.0006,0.0,1.3927,6.597,33.800000000000004,32.5,0.0,0.0,134282.699,134281.48,0.486,-0.3638,0.5,2.5,0.0,0.0,0.0,0.0
1680009992764,259.0006,0.0,1.9058,6.743600000000001,33.800000000000004,32.5,0.0,0.0,134222.588,134281.48,0.486,-0.3638,0.5,2.5,0.0,0.0,0.0,0.0
1680009992768,259.0006,0.0,1.4660000000000002,6.523700000000001,33.800000000000004,32.5,0.0,0.0,134222.588,134281.48,0.486,-0.3638,0.5,2.5,0.0,0.0,0.0,0.0
1680009992772,259.0006,0.0,1.4660000000000002,6.4504,33.800000000000004,32.5,0.0,0.0,134222.588,134281.48,0.486,-0.3638,0.5,2.5,0.0,0.0,0.0,0.0
1680009992776,259.0006,0.0,1.6126,6.3771,33.800000000000004,32.5,0.0,0.0,134222.588,134279.626,0.486,-0.3638,0.5,2.5,0.0,0.0,0.0,0.0
1680009992780,259.0006,0.0,1.5393,6.303800000000001,33.800000000000004,32.5,0.0,0.0,134222.588,134279.626,0.486,-0.3638,0.5,2.5,0.0,0.0,0.0,0.0
1680009992784,259.0006,0.0,1.4660000000000002,6.4504,33.800000000000004,32.5,0.0,0.0,134222.588,134279.626,0.0008,-0.3638,0.5,2.5,0.0,0.0,0.0,0.0
1680009992788,259.0006,0.0,1.3194,6.597,33.800000000000004,32.5,0.0,0.0,134222.588,134279.626,0.0008,-0.3638,0.5,2.5,0.0,0.0,0.0,0.0
1680009992792,259.0006,0.0,1.3927,6.743600000000001,33.800000000000004,32.5,0.0,0.0,134222.588,134279.626,0.0008,-0.3638,0.5,2.5,0.0,0.0,0.0,0.0
