Time,V.A.POS.C,A.POS.Z,V.PLC.R[201],V.PLC.R[202],V.PLC.R[203],V.PLC.R[204],V.PLC.R[205],V.PLC.R[206],V.PLC.R[207],V.PLC.R[208],V.PLC.R[209],V.PLC.R[210],V.PLC.R[211],V.PLC.R[212],V.A.FEED.Z,V.A.FEED.Z1,A.ACCEL.Z,A.ACCEL.Z1
1679919410180,0.001,3149.9988000000003,-0.2199,10.262,35.0,32.5,0.0,0.01,134218.941,134224.665,-12.5155,12.8303,0.3,3.7,0.000125,0.000125,0.0625,0.1875
1679919410184,0.001,3149.9992,-0.2932,10.3353,35.0,32.5,0.0,0.0,134218.941,134224.665,-12.5155,12.8303,0.3,3.7,0.0001,0.0001,-0.0625,-0.0625
1679919410188,154.99890000000002,0.0,2.2723,7.1101,33.800000000000004,32.5,0.0,0.0,134219.70500000002,134281.062,-0.2687,-0.0023,0.8,2.5,0.0,0.0,0.0,0.0
1679919410192,154.99890000000002,0.0,2.4189000000000003,7.33,33.800000000000004,32.5,0.0,0.0,134280.577,134281.062,-0.2687,-0.0023,0.8,2.5,0.0,0.0,0.0,0.0
1679919410196,154.99890000000002,0.0,2.1990000000000003,7.1101,33.800000000000004,32.5,0.0,0.0,134280.577,134281.062,-0.2687,-0.0023,0.8,2.5,0.0,0.0,0.0,0.0
1679919410200,154.99890000000002,0.0,2.4189000000000003,6.8902,33.800000000000004,32.5,0.0,0.0,134280.577,134281.062,-0.2687,-0.0023,0.8,2.5,0.0,0.0,0.0,0.0
1679919410204,154.99890000000002,0.0,2.2723,6.8902,33.800000000000004,32.5,0.0,0.0,134280.577,134281.062,-0.2687,-0.0023,0.8,2.5,0.0,0.0,0.0,0.0
1679919410208,154.99890000000002,0.0,2.2723,6.8902,33.800000000000004,32.5,0.0,0.0,134280.577,134281.062,-0.2687,-0.0023,0.8,2.5,0.0,0.0,0.0,0.0
1679919410212,154.99890000000002,0.0,2.2723,6.8902,33.800000000000004,32.5,0.0,0.0,134280.577,134281.062,0.1772,-0.0023,0.8,2.5,0.0,0.0,0.0,0.0
1679919410216,154.99890000000002,0.0,1.9791,6.6703,33.800000000000004,32.5,0.0,0.0,134280.577,134281.062,0.1772,-0.0023,0.8,2.5,0.0,0.0,0.0,0.0
1679919410220,154.99890000000002,0.0,2.2723,7.1101,33.800000000000004,32.5,0.0,0.0,134280.577,134281.062,0.1772,-0.0023,0.8,2.5,0.0,0.0,0.0,0.0
1679919410224,154.99890000000002,0.0,2.4189000000000003,7.1101,33.800000000000004,32.5,0.0,0.0,134280.577,134281.062,0.1772,-0.0023,0.8,2.5,0.0,0.0,0.0,0.0
1679919410228,154.99890000000002,0.0,2.4189000000000003,7.0368,33.800000000000004,32.5,0.0,0.0,134280.577,134281.062,0.1772,-0.0023,0.9,2.5,0.0,0.0,0.0,0.0
1679919410232,154.99890000000002,0.0,2.1257,6.6703,33.800000000000004,32.5,0.0,0.0,134280.577,134281.062,0.1772,-0.0023,0.9,2.5,0.0,0.0,0.0,0.0
1679919410236,154.99890000000002,0.0,2.1257,6.8169,33.800000000000004,32.5,0.0,0.0,134280.577,134281.062,0.1772,-0.0023,0.9,2.5,0.0,0.0,0.0,0.0
1679919410240,154.99890000000002,0.0,2.4189000000000003,6.8902,33.800000000000004,32.5,0.0,0.0,134280.577,134283.241,0.1772,-0.0023,0.9,2.5,0.0,0.0,0.0,0.0
1679919410244,154.99890000000002,0.0,2.1257,6.743600000000001,33.800000000000004,32.5,0.0,0.0,134280.577,134283.241,0.1772,-0.0023,0.9,2.5,0.0,0.0,0.0,0.0
1679919410248,154.99890000000002,0.0,2.4189000000000003,6.743600000000001,33.800000000000004,32.5,0.0,0.0,134280.577,134283.241,0.1772,-0.0023,0.9,2.5,0.0,0.0,0.0,0.0
1679919410252,154.99890000000002,0.0,2.4922,6.743600000000001,33.800000000000004,32.5,0.0,0.0,134280.577,134283.241,0.1772,-0.0023,0.9,2.5,0.0,0.0,0.0,0.0
1679919410256,154.99890000000002,0.0,2.4922,6.743600000000001,33.800000000000004,32.5,0.0,0.0,134280.577,134283.241,0.1772,-0.0023,0.9,2.5,0.0,0.0,0.0,0.0
1679919410260,154.99890000000002,0.0,2.1990000000000003,6.6703,33.800000000000004,32.5,0.0,0.0,134280.577,134283.241,0.1772,-0.0023,0.9,2.5,0.0,0.0,0.0,0.0
1679919410264,154.99890000000002,0.0,2.1990000000000003,6.743600000000001,33.800000000000004,32.5,0.0,0.0,134280.577,134283.241,0.1772,-0.0604,0.9,2.5,0.0,0.0,0.0,0.0
1679919410268,154.99890000000002,0.0001,2.2723,6.4504,33.800000000000004,32.5,0.0,0.0,134280.577,134283.241,0.1772,-0.0604,0.9,2.5,2.5e-05,0.0,0.0625,0.0
1679919410272,154.99890000000002,0.0,2.4189000000000003,6.8902,33.800000000000004,32.5,0.0,0.0,134280.577,134283.241,0.1772,-0.0604,0.9,2.5,-2.5e-05,0.0,-0.125,0.0
1679919410276,154.99890000000002,0.0,2.2723,7.2567,33.800000000000004,32.5,0.0,0.0,134280.577,134283.241,0.1772,-0.0604,0.9,2.7,0.0,0.0,0.0625,0.0
1679919410280,154.99890000000002,0.0,2.2723,7.0368,33.800000000000004,32.5,0.0,0.0,134219.5,134283.241,0.1772,-0.0604,0.9,2.7,0.0,0.0,0.0,0.0
1679919410284,154.99890000000002,0.0,2.4189000000000003,6.8902,33.800000000000004,32.5,0.0,0.0,134219.5,134283.241,0.1772,-0.0604,0.9,2.7,0.0,0.0,0.0,0.0
1679919410288,154.99890000000002,0.0,2.4189000000000003,7.1101,33.800000000000004,32.5,0.0,0.0,134219.5,134283.241,0.1772,-0.0604,0.9,2.7,0.0,0.0,0.0,0.0
1679919410292,154.99890000000002,0.0,2.0524,7.1101,33.800000000000004,32.5,0.0,0.0,134219.5,134283.241,0.1772,-0.0604,0.9,2.7,0.0,0.0,0.0,0.0
1679919410296,154.99890000000002,0.0,2.1257,7.1101,33.800000000000004,32.5,0.0,0.0,134219.5,134283.241,0.1772,-0.0604,0.9,2.7,0.0,0.0,0.0,0.0
1679919410300,154.99890000000002,0.0,2.2723,6.963500000000001,33.800000000000004,32.5,0.0,0.0,134219.5,134283.241,0.5294,-0.0604,0.9,2.7,0.0,0.0,0.0,0.0
1679919410304,154.99890000000002,0.0,2.4189000000000003,7.183400000000001,33.800000000000004,32.5,0.0,0.0,134219.5,134283.241,0.5294,-0.0604,0.9,2.7,0.0,0.0,0.0,0.0
1679919410308,154.99890000000002,0.0,2.2723,6.597,33.800000000000004,32.5,0.0,0.0,134219.5,134283.241,0.5294,-0.0604,0.9,2.7,0.0,0.0,0.0,0.0
1679919410312,154.99890000000002,0.0,2.1257,6.963500000000001,33.800000000000004,32.5,0.0,0.0,134219.5,134283.241,0.5294,-0.0604,0.9,2.7,0.0,0.0,0.0,0.0
1679919410316,154.99890000000002,0.0,2.4922,6.8902,33.800000000000004,32.5,0.0,0.0,134219.5,134283.241,0.5294,-0.0604,0.8,2.7,0.0,0.0,0.0,0.0
1679919410320,154.99890000000002,0.0,2.4189000000000003,6.963500000000001,33.800000000000004,32.5,0.0,0.0,134219.5,134283.241,0.5294,-0.0604,0.8,2.7,0.0,0.0,0.0,0.0
1679919410324,154.99890000000002,0.0001,2.2723,7.183400000000001,33.800000000000004,32.5,0.0,0.0,134219.5,134283.241,0.5294,-0.0604,0.8,2.7,2.5e-05,0.0,0.0625,0.0
