Time,V.A.POS.C,A.POS.Z,V.PLC.R[201],V.PLC.R[202],V.PLC.R[203],V.PLC.R[204],V.PLC.R[205],V.PLC.R[206],V.PLC.R[207],V.PLC.R[208],V.PLC.R[209],V.PLC.R[210],V.PLC.R[211],V.PLC.R[212],V.A.FEED.Z,V.A.FEED.Z1,A.ACCEL.Z,A.ACCEL.Z1
1679562115844,0.0007,3150.0,0.1466,9.8222,23.8,22.5,0.0,0.0,134218.748,134218.362,0.102,0.0634,0.0,3.9,0.0,0.0,0.0,0.0
1679562115848,0.0007,3150.0,0.2932,10.0421,23.8,22.5,0.0,0.0,134218.748,134218.362,0.0947,0.0634,0.0,3.9,0.0,0.0,0.0,0.0
1679562115852,54.9999,0.0,1.0262,6.4504,23.8,22.5,0.0,0.0,134282.661,134277.911,-0.0473,0.0013,0.4,2.5,0.0,0.0,0.0,0.0
1679562115856,54.9999,0.0,1.3927,6.083900000000001,23.8,22.5,0.0,0.0,134282.661,134277.911,-0.0473,0.0013,0.4,2.5,0.0,0.0,0.0,0.0
1679562115860,54.9999,0.0,0.8796,5.864000000000001,23.8,22.5,0.0,0.0,134282.661,134277.911,-0.0473,0.0013,0.4,2.5,0.0,0.0,0.0,0.0
1679562115864,54.9999,0.0,1.3927,6.2305,23.8,22.5,0.0,0.0,134282.661,134277.911,-0.0473,0.0013,0.4,2.5,0.0,0.0,0.0,0.0
1679562115868,54.9999,0.0,0.8796,6.3771,23.8,22.5,0.0,0.0,134282.661,134277.911,-0.0473,0.0013,0.4,2.5,0.0,0.0,0.0,0.0
1679562115872,54.9999,0.0,1.0995,6.2305,23.8,22.5,0.0,0.0,134282.791,134277.911,-0.0473,0.0013,0.4,2.5,0.0,0.0,0.0,0.0
1679562115876,54.9999,0.0,1.2461,6.3771,23.8,22.5,0.0,0.0,134282.791,134277.911,-0.0473,0.0013,0.4,2.5,0.0,0.0,0.0,0.0
1679562115880,54.9999,0.0,1.0995,6.083900000000001,23.8,22.5,0.0,0.0,134282.791,134277.911,-0.0473,0.0013,0.4,2.5,0.0,0.0,0.0,0.0
1679562115884,54.9999,0.0,1.1728,6.303800000000001,23.8,22.5,0.0,0.0,134282.791,134277.911,-0.0473,0.0013,0.4,2.5,0.0,0.0,0.0,0.0
1679562115888,54.9999,0.0,0.9529,6.083900000000001,23.8,22.5,0.0,0.0,134282.791,134277.911,-0.0473,0.0013,0.4,2.5,0.0,0.0,0.0,0.0
1679562115892,54.9999,0.0,0.9529,6.0106,23.8,22.5,0.0,0.0,134282.791,134277.911,-0.0587,0.0013,0.4,2.5,0.0,0.0,0.0,0.0
1679562115896,54.9999,0.0,0.9529,5.864000000000001,23.8,22.5,0.0,0.0,134282.791,134277.911,-0.0587,0.0013,0.4,2.5,0.0,0.0,0.0,0.0
1679562115900,54.9999,0.0,1.1728,6.303800000000001,23.8,22.5,0.0,0.0,134282.791,134277.911,-0.0587,0.0013,0.4,2.5,0.0,0.0,0.0,0.0
